timestamp_us,ch0,ch1,ch2,ch3,ch4,ch5,time_s
40413024,2051,24,5,4,4,3,0.466
40414024,2048,19,6,7,6,6,0.467
40415024,2049,22,5,4,3,5,0.468
40416024,2071,23,5,4,4,2,0.469
40417024,2104,23,5,6,5,3,0.47
40418024,2176,24,5,4,3,6,0.471
40419024,2192,24,6,7,6,4,0.472
40420024,2172,23,6,6,6,3,0.473
40421024,2104,21,4,5,3,4,0.474
40422024,2080,23,7,6,8,5,0.475
40423024,2045,22,6,7,7,8,0.476
40424024,2009,23,7,7,8,7,0.477
40425024,2007,23,5,7,8,8,0.478
40426024,2011,24,7,9,6,10,0.479
40427024,1996,23,8,7,8,7,0.48
40428024,1956,22,7,8,6,8,0.481
40429024,1952,21,4,7,8,5,0.482
40430024,1964,23,6,7,8,7,0.483
40431024,2012,24,6,7,5,6,0.484
40432024,2048,24,6,7,6,8,0.485
40433024,2048,23,6,4,2,6,0.486
40434024,2052,22,6,6,6,4,0.487
40435024,2057,22,5,3,4,1,0.488
40436024,2063,23,5,3,3,4,0.489
40437024,2098,22,5,5,1,3,0.49
40438024,2188,25,5,4,4,3,0.491
40439024,2207,24,5,5,5,3,0.492
40440024,2166,22,7,7,7,7,0.493
40441024,2098,21,5,5,3,5,0.494
40442024,2083,23,7,7,8,5,0.495
40443024,2047,23,5,5,4,5,0.496
40444024,2007,21,6,9,7,9,0.497
40445024,1999,22,7,8,7,7,0.498
40446024,2021,23,7,8,7,7,0.499
40447024,2003,23,7,7,10,8,0.5
40448024,1944,22,7,8,6,8,0.501
40449024,1951,24,7,8,7,8,0.502
40450024,1971,24,5,6,8,6,0.503
40451024,2011,22,6,7,6,7,0.504
40452024,2059,24,6,7,6,6,0.505
40453024,2033,22,6,6,6,6,0.506
40454024,2050,23,5,4,3,5,0.507
40455024,2055,22,6,7,6,5,0.508
40456024,2047,22,4,3,5,3,0.509
40457024,2107,23,5,4,3,5,0.51
40458024,2174,25,3,5,4,3,0.511
40459024,2192,21,5,4,5,5,0.512
40460024,2164,22,6,6,7,7,0.513
40461024,2091,19,5,4,5,4,0.514
40462024,2072,20,5,6,8,5,0.515
40463024,2049,21,6,8,5,6,0.516
40464024,2028,23,7,7,9,7,0.517
40465024,2003,23,6,7,8,8,0.518
40466024,1999,24,6,7,7,9,0.519
40467024,2003,24,7,7,8,5,0.52
40468024,1948,20,7,7,8,7,0.521
40469024,1952,22,6,7,8,7,0.522
40470024,1983,23,5,5,4,7,0.523
40471024,2016,24,6,8,5,7,0.524
40472024,2032,23,7,7,8,6,0.525
40473024,2038,23,6,6,7,7,0.526
40474024,2056,22,6,4,3,4,0.527
40475024,2047,22,5,3,7,4,0.528
40476024,2052,21,4,4,3,3,0.529
40477024,2099,23,6,5,3,2,0.53
40478024,2176,22,6,6,7,4,0.531
40479024,2203,25,5,2,5,2,0.532
40480024,2168,21,6,6,6,7,0.533
40481024,2095,22,7,4,4,5,0.534
40482024,2068,20,3,7,8,4,0.535
40483024,2032,21,6,7,7,8,0.536
40484024,2006,24,7,7,7,7,0.537
40485024,2015,24,7,7,7,8,0.538
40486024,2010,22,8,7,8,6,0.539
40487024,2002,23,7,8,6,11,0.54
40488024,1956,22,6,8,6,8,0.541
40489024,1961,24,6,7,10,8,0.542
40490024,1981,22,7,6,7,6,0.543
40491024,2012,24,6,7,6,7,0.544
40492024,2030,23,6,6,6,6,0.545
40493024,2055,23,6,6,6,6,0.546
40494024,2051,23,5,4,3,5,0.547
40495024,2036,22,5,5,5,3,0.548
40496024,2064,20,4,4,4,4,0.549
40497024,2103,24,5,4,3,6,0.55
40498024,2176,24,6,5,3,3,0.551
40499024,2220,24,5,4,5,3,0.552
40500024,2162,22,4,5,4,4,0.553
40501024,2095,21,6,8,6,7,0.554
40502024,2077,22,7,7,8,3,0.555
40503024,2036,21,6,7,7,8,0.556
40504024,2014,24,6,7,6,7,0.557
40505024,2002,23,7,8,6,8,0.558
40506024,1999,24,6,8,7,8,0.559
40507024,2010,22,7,8,8,7,0.56
40508024,1956,21,4,7,9,8,0.561
40509024,1949,23,7,9,6,8,0.562
40510024,1978,23,7,7,8,5,0.563
40511024,2018,25,6,7,7,7,0.564
40512024,2040,22,6,7,6,7,0.565
40513024,2040,22,5,4,2,6,0.566
40514024,2047,22,3,6,6,5,0.567
40515024,2055,23,5,2,4,3,0.568
40516024,2054,22,5,5,3,6,0.569
40517024,2105,23,6,6,6,4,0.57
40518024,2173,25,5,4,4,3,0.571
40519024,2208,22,7,7,7,6,0.572
40520024,2172,20,4,4,3,5,0.573
40521024,2102,20,4,4,6,5,0.574
40522024,2066,22,5,5,5,4,0.575
